Sold_to_party,Total_Score,customerType
29551,332,Potential Loyalist
21262,332,Potential Loyalist
20304,332,Potential Loyalist
29131,332,Potential Loyalist
21589,332,Potential Loyalist
29282,332,Potential Loyalist
24720,332,Potential Loyalist
23664,331,Potential Loyalist
23668,331,Potential Loyalist
21050,331,Potential Loyalist
21009,331,Potential Loyalist
27781,331,Potential Loyalist
23754,331,Potential Loyalist
29871,331,Potential Loyalist
28077,331,Potential Loyalist
27100,331,Potential Loyalist
26529,331,Potential Loyalist
26174,331,Potential Loyalist
21093,331,Potential Loyalist
20198,331,Potential Loyalist
30032,331,Potential Loyalist
26556,331,Potential Loyalist
26525,331,Potential Loyalist
26735,331,Potential Loyalist
23856,331,Potential Loyalist
23634,331,Potential Loyalist
28161,331,Potential Loyalist
22868,331,Potential Loyalist
29338,331,Potential Loyalist
30066,331,Potential Loyalist
24930,331,Potential Loyalist
24932,331,Potential Loyalist
28384,331,Potential Loyalist
21597,331,Potential Loyalist
23806,331,Potential Loyalist
29882,325,Loyal
22980,325,Loyal
29229,325,Loyal
28940,325,Loyal
24726,325,Loyal
29476,325,Loyal
29754,325,Loyal
29912,325,Loyal
29656,325,Loyal
30085,325,Loyal
29827,325,Loyal
26087,325,Loyal
29614,325,Loyal
30123,325,Loyal
28094,325,Loyal
29842,324,Loyal
20902,324,Loyal
29875,324,Loyal
27020,324,Loyal
27488,324,Loyal
26700,324,Loyal
25345,324,Loyal
26841,324,Loyal
30095,324,Loyal
29224,324,Loyal
25838,324,Loyal
29825,324,Loyal
30031,323,Potential Loyalist
27496,323,Potential Loyalist
29967,323,Potential Loyalist
28012,323,Potential Loyalist
30005,323,Potential Loyalist
24881,323,Potential Loyalist
29853,323,Potential Loyalist
21068,323,Potential Loyalist
29807,323,Potential Loyalist
21116,323,Potential Loyalist
29776,323,Potential Loyalist
29788,323,Potential Loyalist
30061,323,Potential Loyalist
27111,323,Potential Loyalist
20713,322,Potential Loyalist
28314,322,Potential Loyalist
28288,322,Potential Loyalist
28385,322,Potential Loyalist
29881,322,Potential Loyalist
30076,322,Potential Loyalist
29877,322,Potential Loyalist
29851,322,Potential Loyalist
21863,322,Potential Loyalist
29865,322,Potential Loyalist
29402,322,Potential Loyalist
26054,322,Potential Loyalist
29848,322,Potential Loyalist
29838,322,Potential Loyalist
29324,322,Potential Loyalist
27480,322,Potential Loyalist
27578,322,Potential Loyalist
29891,322,Potential Loyalist
24852,322,Potential Loyalist
29369,322,Potential Loyalist
20993,322,Potential Loyalist
21056,322,Potential Loyalist
23537,322,Potential Loyalist
29959,322,Potential Loyalist
20308,322,Potential Loyalist
29536,322,Potential Loyalist
29793,322,Potential Loyalist
29176,322,Potential Loyalist
29269,321,About to sleep
29836,321,About to sleep
27936,321,About to sleep
27159,321,About to sleep
25071,321,About to sleep
21852,321,About to sleep
28504,321,About to sleep
29816,321,About to sleep
25034,321,About to sleep
27785,321,About to sleep
28493,321,About to sleep
27252,321,About to sleep
29786,321,About to sleep
27042,321,About to sleep
29639,321,About to sleep
25000,321,About to sleep
21509,321,About to sleep
23703,321,About to sleep
25937,321,About to sleep
21003,321,About to sleep
25128,321,About to sleep
30053,321,About to sleep
28066,321,About to sleep
29317,321,About to sleep
29104,321,About to sleep
27039,321,About to sleep
23343,321,About to sleep
29000,321,About to sleep
22023,321,About to sleep
23177,321,About to sleep
30028,315,Loyal
28266,315,Loyal
29823,315,Loyal
30051,315,Loyal
20630,315,Loyal
20860,315,Loyal
27816,315,Loyal
28907,315,Loyal
30023,315,Loyal
30109,315,Loyal
25328,315,Loyal
24025,314,Potential Loyalist
30027,314,Potential Loyalist
30064,314,Potential Loyalist
22506,314,Potential Loyalist
30132,314,Potential Loyalist
21803,313,Potential Loyalist
25878,313,Potential Loyalist
30055,313,Potential Loyalist
28798,313,Potential Loyalist
30129,313,Potential Loyalist
29869,313,Potential Loyalist
28286,313,Potential Loyalist
26627,313,Potential Loyalist
29961,312,About to sleep
27443,312,About to sleep
29322,312,About to sleep
27597,312,About to sleep
20979,312,About to sleep
30177,312,About to sleep
27180,312,About to sleep
27610,312,About to sleep
30142,312,About to sleep
27894,312,About to sleep
28187,312,About to sleep
30122,312,About to sleep
29239,312,About to sleep
30081,312,About to sleep
25770,312,About to sleep
27615,311,About to sleep
25561,311,About to sleep
28273,311,About to sleep
28409,311,About to sleep
29856,311,About to sleep
21784,311,About to sleep
30042,311,About to sleep
25582,311,About to sleep
29090,311,About to sleep
30088,311,About to sleep
30113,311,About to sleep
20242,311,About to sleep
26379,311,About to sleep
27541,311,About to sleep
23833,311,About to sleep
30024,311,About to sleep
21216,311,About to sleep
29144,311,About to sleep
21200,255,Loyal
25902,255,Loyal
23289,255,Loyal
24741,255,Loyal
28845,255,Loyal
27237,255,Loyal
25811,255,Loyal
21453,255,Loyal
22524,255,Loyal
29063,255,Loyal
25286,255,Loyal
22212,255,Loyal
22143,255,Loyal
20070,255,Loyal
27331,255,Loyal
26480,255,Loyal
21777,255,Loyal
27389,255,Loyal
26306,255,Loyal
21115,255,Loyal
29650,255,Loyal
22604,255,Loyal
29643,255,Loyal
20708,255,Loyal
27708,255,Loyal
30047,255,Loyal
21177,255,Loyal
29020,255,Loyal
28467,255,Loyal
26131,255,Loyal
29298,255,Loyal
22961,255,Loyal
28364,255,Loyal
21155,255,Loyal
21476,254,Loyal
29023,254,Loyal
29045,254,Loyal
29303,254,Loyal
29725,254,Loyal
26636,254,Loyal
29242,254,Loyal
26260,254,Loyal
26797,254,Loyal
29268,254,Loyal
20405,254,Loyal
27119,254,Loyal
28636,254,Loyal
26703,254,Loyal
29547,254,Loyal
29627,254,Loyal
28967,254,Loyal
25205,254,Loyal
26109,254,Loyal
24493,254,Loyal
28107,254,Loyal
21716,254,Loyal
28761,254,Loyal
21029,254,Loyal
26465,254,Loyal
27372,254,Loyal
28133,254,Loyal
26538,254,Loyal
21618,254,Loyal
27091,254,Loyal
24922,254,Loyal
26845,254,Loyal
26877,254,Loyal
29407,254,Loyal
24877,254,Loyal
27655,254,Loyal
21014,254,Loyal
24999,254,Loyal
20039,254,Loyal
26474,253,Loyal
21065,253,Loyal
20060,253,Loyal
22635,253,Loyal
21044,253,Loyal
27930,253,Loyal
25054,253,Loyal
29996,253,Loyal
24851,253,Loyal
24410,253,Loyal
28747,253,Loyal
28327,253,Loyal
26733,253,Loyal
29211,253,Loyal
24595,253,Loyal
29548,253,Loyal
27847,253,Loyal
26149,253,Loyal
26848,253,Loyal
21349,253,Loyal
20650,253,Loyal
27458,253,Loyal
28059,253,Loyal
26153,253,Loyal
20732,253,Loyal
28221,253,Loyal
28631,252,Loyal
21264,252,Loyal
26745,252,Loyal
28463,252,Loyal
25683,252,Loyal
28386,252,Loyal
22172,252,Loyal
20629,252,Loyal
28803,252,Loyal
29385,252,Loyal
25298,252,Loyal
27162,252,Loyal
27481,252,Loyal
28315,252,Loyal
26890,252,Loyal
26541,252,Loyal
23697,252,Loyal
28316,252,Loyal
25938,252,Loyal
23583,252,Loyal
20433,252,Loyal
28767,252,Loyal
29287,252,Loyal
29626,252,Loyal
28834,251,Loyal
22694,251,Loyal
27744,251,Loyal
25646,251,Loyal
28154,251,Loyal
28676,251,Loyal
24526,251,Loyal
23443,251,Loyal
28627,251,Loyal
20592,251,Loyal
22796,251,Loyal
24730,245,Loyal
26493,245,Loyal
22990,245,Loyal
28906,245,Loyal
27677,245,Loyal
26455,245,Loyal
27981,245,Loyal
28000,245,Loyal
23824,245,Loyal
29062,245,Loyal
25241,245,Loyal
20024,245,Loyal
21469,245,Loyal
22521,245,Loyal
22340,245,Loyal
20494,245,Loyal
20135,245,Loyal
21162,245,Loyal
27559,245,Loyal
28110,245,Loyal
28666,245,Loyal
22748,245,Loyal
23165,245,Loyal
22934,245,Loyal
23158,245,Loyal
29260,245,Loyal
30018,245,Loyal
21887,245,Loyal
29257,245,Loyal
29760,245,Loyal
28596,244,Loyal
28939,244,Loyal
25336,244,Loyal
22755,244,Loyal
26510,244,Loyal
20939,244,Loyal
26487,244,Loyal
23190,244,Loyal
29024,244,Loyal
27393,244,Loyal
29241,244,Loyal
25335,244,Loyal
29021,244,Loyal
29702,244,Loyal
29378,244,Loyal
28928,244,Loyal
22199,244,Loyal
28667,244,Loyal
29679,244,Loyal
29033,244,Loyal
27676,244,Loyal
24880,244,Loyal
30020,244,Loyal
29971,244,Loyal
25207,244,Loyal
20056,244,Loyal
29256,244,Loyal
21151,244,Loyal
28455,244,Loyal
29664,244,Loyal
27975,244,Loyal
26947,244,Loyal
29797,244,Loyal
25710,244,Loyal
20943,244,Loyal
22874,244,Loyal
29566,244,Loyal
21467,244,Loyal
25405,244,Loyal
28090,244,Loyal
28375,243,Loyal
29895,243,Loyal
25347,243,Loyal
25745,243,Loyal
25686,243,Loyal
27681,243,Loyal
29153,243,Loyal
28412,243,Loyal
29686,243,Loyal
27375,243,Loyal
20764,243,Loyal
29638,243,Loyal
24509,243,Loyal
26565,243,Loyal
23023,243,Loyal
28722,243,Loyal
29635,243,Loyal
27644,243,Loyal
24007,243,Loyal
23523,243,Loyal
28469,243,Loyal
23555,243,Loyal
25382,243,Loyal
27752,243,Loyal
27913,243,Loyal
24165,243,Loyal
20779,243,Loyal
24748,243,Loyal
28381,243,Loyal
20717,243,Loyal
24601,243,Loyal
28052,243,Loyal
28074,243,Loyal
28488,243,Loyal
24200,243,Loyal
29306,243,Loyal
28179,243,Loyal
23038,242,Loyal
27163,242,Loyal
29339,242,Loyal
20870,242,Loyal
29929,242,Loyal
23571,242,Loyal
29486,242,Loyal
29675,242,Loyal
20460,242,Loyal
25820,242,Loyal
29620,242,Loyal
25983,242,Loyal
29513,242,Loyal
28342,242,Loyal
25081,242,Loyal
22549,242,Loyal
20440,242,Loyal
27417,242,Loyal
22095,242,Loyal
29532,242,Loyal
28843,241,Need Attention
23682,241,Need Attention
20983,241,Need Attention
26882,241,Need Attention
29187,241,Need Attention
29706,241,Need Attention
26173,241,Need Attention
28537,241,Need Attention
24096,241,Need Attention
26990,241,Need Attention
29089,241,Need Attention
26270,241,Need Attention
27332,241,Need Attention
23407,241,Need Attention
22764,241,Need Attention
22092,241,Need Attention
29081,241,Need Attention
22390,241,Need Attention
29595,241,Need Attention
22436,241,Need Attention
28986,241,Need Attention
23564,241,Need Attention
29741,235,Loyal
30025,235,Loyal
28848,235,Loyal
28641,235,Loyal
29198,235,Loyal
28671,235,Loyal
26513,235,Loyal
25510,235,Loyal
27303,235,Loyal
22608,235,Loyal
25735,235,Loyal
30004,235,Loyal
26459,235,Loyal
24535,235,Loyal
30015,235,Loyal
29259,235,Loyal
21913,235,Loyal
26024,235,Loyal
20166,234,Loyal
26230,234,Loyal
22767,234,Loyal
28901,234,Loyal
26100,234,Loyal
29826,234,Loyal
29946,234,Loyal
29689,234,Loyal
21656,234,Loyal
29112,234,Loyal
23319,234,Loyal
28651,234,Loyal
29540,234,Loyal
30006,234,Loyal
27897,234,Loyal
23940,234,Loyal
24655,234,Loyal
29591,234,Loyal
26761,234,Loyal
20332,234,Loyal
23109,233,Loyal
25353,233,Loyal
25816,233,Loyal
29479,233,Loyal
28972,233,Loyal
28916,233,Loyal
29867,233,Loyal
24635,233,Loyal
29765,233,Loyal
30017,233,Loyal
29102,233,Loyal
28623,233,Loyal
28084,233,Loyal
29095,233,Loyal
30110,233,Loyal
29119,233,Loyal
29164,233,Loyal
24887,232,Need Attention
21648,232,Need Attention
29846,232,Need Attention
28131,232,Need Attention
20744,232,Need Attention
20614,232,Need Attention
27886,232,Need Attention
30106,232,Need Attention
29372,232,Need Attention
29743,232,Need Attention
23468,232,Need Attention
21124,232,Need Attention
29844,231,Need Attention
28600,231,Need Attention
29858,231,Need Attention
29840,231,Need Attention
25082,231,Need Attention
26475,231,Need Attention
28471,231,Need Attention
26920,231,Need Attention
20475,231,Need Attention
23476,231,Need Attention
29890,231,Need Attention
29046,231,Need Attention
29918,231,Need Attention
30097,231,Need Attention
29835,231,Need Attention
29270,231,Need Attention
29989,231,Need Attention
28941,231,Need Attention
21682,231,Need Attention
27686,225,Loyal
26135,225,Loyal
20176,225,Loyal
20071,225,Loyal
30131,225,Loyal
27817,224,Loyal
30134,223,Need Attention
21874,223,Need Attention
29574,223,Need Attention
29870,222,Need Attention
24816,222,Need Attention
30107,222,Need Attention
28887,222,Need Attention
30166,222,Need Attention
29332,222,Need Attention
30012,222,Need Attention
22233,221,About to sleep
28753,221,About to sleep
26941,221,About to sleep
30130,221,About to sleep
30140,221,About to sleep
29549,221,About to sleep
29757,221,About to sleep
30070,221,About to sleep
30007,221,About to sleep
21473,221,About to sleep
30135,221,About to sleep
30112,221,About to sleep
30098,221,About to sleep
26400,221,About to sleep
25647,221,About to sleep
20745,221,About to sleep
30175,215,Loyal
25642,212,About to sleep
30138,212,About to sleep
22624,212,About to sleep
30150,211,About to sleep
30187,211,About to sleep
20396,211,About to sleep
21729,211,About to sleep
23079,155,At risk
21149,155,At risk
22204,155,At risk
21517,155,At risk
21751,155,At risk
25829,155,At risk
20234,155,At risk
29296,155,At risk
25769,155,At risk
29038,155,At risk
21676,155,At risk
26910,155,At risk
27906,155,At risk
22083,155,At risk
27790,155,At risk
29681,155,At risk
26701,155,At risk
23277,155,At risk
26207,155,At risk
28041,155,At risk
28441,155,At risk
22575,155,At risk
22646,155,At risk
22400,155,At risk
28737,155,At risk
21827,155,At risk
30026,155,At risk
20100,155,At risk
22029,155,At risk
30016,155,At risk
29313,155,At risk
30034,155,At risk
26912,155,At risk
22389,155,At risk
23455,155,At risk
23276,155,At risk
29283,155,At risk
23001,155,At risk
22688,155,At risk
20997,155,At risk
26661,155,At risk
29029,155,At risk
29947,154,At risk
26621,154,At risk
26760,154,At risk
28062,154,At risk
21559,154,At risk
21929,154,At risk
21437,154,At risk
28200,154,At risk
21194,154,At risk
28947,154,At risk
29018,154,At risk
29722,154,At risk
27290,154,At risk
29646,154,At risk
22197,154,At risk
27406,154,At risk
26702,154,At risk
25669,154,At risk
22242,154,At risk
25355,154,At risk
24525,154,At risk
20916,154,At risk
22750,154,At risk
24580,154,At risk
22262,154,At risk
21283,154,At risk
22137,154,At risk
21669,154,At risk
27536,154,At risk
21753,154,At risk
24925,154,At risk
28355,154,At risk
20102,154,At risk
25524,154,At risk
23930,154,At risk
21069,154,At risk
29278,154,At risk
27779,154,At risk
28427,153,At risk
26893,153,At risk
20409,153,At risk
21359,153,At risk
28620,153,At risk
28238,153,At risk
28874,153,At risk
25719,153,At risk
22705,153,At risk
23485,153,At risk
23474,153,At risk
25095,153,At risk
28072,153,At risk
27323,153,At risk
23933,153,At risk
23763,153,At risk
21001,153,At risk
29631,153,At risk
28451,153,At risk
21376,153,At risk
29258,153,At risk
25031,153,At risk
30046,153,At risk
27933,153,At risk
22560,153,At risk
29832,153,At risk
23929,153,At risk
25943,153,At risk
23058,153,At risk
28237,153,At risk
27155,153,At risk
21814,153,At risk
28857,153,At risk
20721,153,At risk
27269,153,At risk
29032,153,At risk
29691,153,At risk
29194,153,At risk
25684,153,At risk
22098,153,At risk
29581,153,At risk
28415,153,At risk
21101,153,At risk
27394,153,At risk
27161,153,At risk
29759,153,At risk
28148,153,At risk
25625,153,At risk
26124,153,At risk
20865,153,At risk
22659,153,At risk
27592,152,At risk
28446,152,At risk
21025,152,At risk
29409,152,At risk
28376,152,At risk
27112,152,At risk
29184,152,At risk
29189,152,At risk
21207,152,At risk
27278,152,At risk
26796,152,At risk
21701,152,At risk
24855,152,At risk
28227,152,At risk
28994,152,At risk
27880,152,At risk
20610,152,At risk
20302,152,At risk
28622,152,At risk
23771,152,At risk
27596,152,At risk
25203,152,At risk
29677,152,At risk
24830,152,At risk
28527,152,At risk
26892,152,At risk
28654,152,At risk
27720,152,At risk
24158,152,At risk
28411,152,At risk
25251,152,At risk
27227,152,At risk
24338,152,At risk
26780,152,At risk
20652,152,At risk
25120,152,At risk
26687,152,At risk
27982,152,At risk
26879,152,At risk
20990,151,At risk
27098,151,At risk
20474,151,At risk
29411,151,At risk
26504,151,At risk
26476,151,At risk
28763,151,At risk
28303,145,At risk
26740,145,At risk
28879,145,At risk
28837,145,At risk
29019,145,At risk
21443,145,At risk
20091,145,At risk
20406,145,At risk
27298,145,At risk
29049,145,At risk
27843,145,At risk
27907,145,At risk
26849,145,At risk
28305,144,At risk
28402,144,At risk
27117,144,At risk
30092,144,At risk
25039,144,At risk
21675,144,At risk
21660,144,At risk
25271,144,At risk
25572,144,At risk
24462,144,At risk
21813,144,At risk
24668,144,At risk
28491,144,At risk
27115,144,At risk
21015,144,At risk
27229,144,At risk
29336,144,At risk
28183,144,At risk
29291,144,At risk
26831,144,At risk
28134,144,At risk
27134,144,At risk
20754,144,At risk
28849,144,At risk
27209,144,At risk
24923,144,At risk
25461,144,At risk
28851,144,At risk
21790,143,At risk
27890,143,At risk
29593,143,At risk
25876,143,At risk
20797,143,At risk
27312,143,At risk
27588,143,At risk
26215,143,At risk
27608,143,At risk
27784,143,At risk
29817,143,At risk
29632,143,At risk
25489,143,At risk
23618,143,At risk
25656,143,At risk
28867,143,At risk
28598,143,At risk
29398,143,At risk
30038,143,At risk
26364,143,At risk
22101,143,At risk
20250,143,At risk
21036,143,At risk
29579,143,At risk
21041,143,At risk
21879,143,At risk
27873,143,At risk
26484,143,At risk
21747,143,At risk
25654,143,At risk
27576,143,At risk
29048,143,At risk
29748,143,At risk
20841,142,At risk
27902,142,At risk
30062,142,At risk
28350,142,At risk
22330,142,At risk
24931,142,At risk
29528,142,At risk
28795,142,At risk
26799,142,At risk
29026,142,At risk
25676,142,At risk
25662,142,At risk
29294,142,At risk
29480,142,At risk
26062,141,At risk
20679,141,At risk
29958,141,At risk
28450,141,At risk
28456,141,At risk
29034,141,At risk
29452,141,At risk
28457,141,At risk
23810,141,At risk
28556,141,At risk
29082,135,At risk
27308,135,At risk
27096,135,At risk
29896,135,At risk
26838,134,At risk
29885,134,At risk
29927,134,At risk
22548,134,At risk
29787,134,At risk
29597,134,At risk
30116,134,At risk
28719,134,At risk
29997,134,At risk
20836,134,At risk
20775,134,At risk
29792,133,At risk
27183,133,At risk
20637,133,At risk
20633,133,At risk
28927,133,At risk
27811,133,At risk
30049,133,At risk
29168,133,At risk
29302,133,At risk
28229,132,At risk
28060,132,At risk
29815,132,At risk
29814,132,At risk
25080,132,At risk
21042,132,At risk
29854,131,At risk
27015,131,At risk
21897,131,At risk
30083,131,At risk
29876,131,At risk
29223,125,At risk
30071,124,At risk
30133,124,At risk
30154,123,At risk
30108,122,At risk
26255,121,Hibernating
30144,121,Hibernating
29868,121,Hibernating
29310,121,Hibernating
30181,121,Hibernating
30199,111,Hibernating
